"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ALS2CL",-0.0265593897620837,8.67783174845814,-3.93096757291912,0.000109121791736205,0.000595493206331861,-0.162127204394278
"DPT",-0.0677785234119504,8.36668473387971,-3.71202629562278,0.000252620653082509,0.00123719345483998,-0.164581370131904
"PLPPR4",0.0760135373830681,8.4611872738795,3.74327596356096,0.000224617047002628,0.00111166037561665,-0.175428972462289
"TMEM115",0.0804427567452264,8.09944213821978,3.68499751412837,0.000279467200196539,0.00134818741947011,-0.187550944714475
"LACTBL1",-0.0781645884210087,8.29414756429887,-3.69186889862371,0.000272398047965447,0.00131654801626786,-0.192515707255332
"PTPN23",0.119723092371295,8.30079045234905,3.69391158633808,0.000270329294625734,0.00130985235779887,-0.201253746212509
"TMEM150A",0.0215682724454018,8.75488428154935,4.03345829962489,7.27168361186369e-05,0.000423251381336129,-0.202690931023738
"AC092573.1",0.0222619584381086,8.71216873119365,3.97342280735069,9.2325927653337e-05,0.000519220075145321,-0.237834111173873
"CERKL",0.0679472587495745,8.63060100312846,3.85848386346908,0.00014468452489101,0.000752318000143059,-0.240731271676434
"SIDT1",0.0227182283602215,8.67114763350233,3.91094319703205,0.000118014513669274,0.000632641213089862,-0.24632657009949
"C3orf85",-0.0994836977128626,8.30716986272637,-3.678132529767,0.000286702193751328,0.00137154286936512,-0.246464588307401
"AC005538.1",0.0862706789531524,8.59054342930378,3.81181680061688,0.000173120119170862,0.000883941044122904,-0.25399422068913
"A4GNT",0.100628056927511,8.22338813422932,3.66865165260136,0.000296984691824956,0.00141417364334377,-0.254359951969112
"AC092580.2",-0.0326709888762758,8.67422972875751,-3.89975298036063,0.000123279114911394,0.0006567669376013,-0.255864177558086
"OR2T1",-0.137222056363789,8.46013495957686,-3.71169165031414,0.000252937636429342,0.00123757057975912,-0.256472605668423
"AC092814.2",-0.0436632164791239,8.64242332874647,-3.84645391802251,0.000151558831477298,0.000785516476309978,-0.279121812402475
"LINC02831",0.0852580290412484,8.51619306058174,3.74114556055369,0.00022642900145992,0.00111955355755399,-0.287147666853448
"AL133383.1",0.128533828377747,7.99222547594127,3.66567182159695,0.000300287578058916,0.00142683643120828,-0.290723790549485
"EN1",-0.153352772502843,7.93913630920595,-3.68323149835744,0.000281311780414256,0.00135202688871978,-0.295184562757862
"AL137796.1",0.105581083276679,8.38625583848722,3.68292432742635,0.000281633785668811,0.00135231418314158,-0.298636134632449
"ORC2",0.0251816164660715,8.70344212585233,3.94253643488826,0.000104277916083771,0.000573918050420498,-0.307401813135483
"LINC01646",-0.149525461579428,8.28290987338035,-3.65415755115778,0.000313378169631137,0.00147993701537342,-0.320912437594836
"FBXO44",0.0556983663987865,8.34569194012444,3.66460299771593,0.000301480686449759,0.00143029981602706,-0.322499223371419
"ZNF678",-0.03664993444275,8.68805648826761,-3.88948402869579,0.000128305588771162,0.000678637867992701,-0.342719423398658
"NHLH1",0.0610171895245026,8.54986187706737,3.7453137163844,0.000222896711349144,0.00110633141523343,-0.344370357329001
"AC129803.1",0.0398870973967254,8.67602180311538,3.89289095426128,0.000126616804097849,0.000670393078780909,-0.344976846574774
"KCNE4",-0.0428321611532951,8.62567628500254,-3.80682406915444,0.000176457564463275,0.000897427672521802,-0.349251645582497
"AK2",0.109164896035088,8.456590678749,3.6937378157341,0.000270504704490167,0.00130985235779887,-0.35326259219478
"IP6K2",0.0498041260181638,8.56669339179203,3.75471717396757,0.000215117953972957,0.0010728851921069,-0.358353809457885
"MTOR",0.0287381490800346,8.67694637837034,3.88742452819995,0.000129336798469307,0.000681297108995111,-0.36594384593023
"LINC00299",0.0428351570846127,8.6391919636335,3.83176697787081,0.000160370950737968,0.000828690373703105,-0.375543064009906
"AC096543.1",0.0621077319271168,8.57600519949911,3.75750724953979,0.000212859722650946,0.0010671531041965,-0.388985445969982
"MAP2",-0.0935475368499028,8.15690797011336,-3.62347271599581,0.000350936980100278,0.00163781177047704,-0.399735007855108
"ADAR",-0.0585023375527548,8.56178513675258,-3.72632432713965,0.000239422015072554,0.00117702510174372,-0.401201316644653
"AC112219.2",0.0976105800473961,7.54342542867979,3.75965728772164,0.000211134821213829,0.00106226563219485,-0.420463299277523
"AL445193.1",-0.0624846573361224,8.63478594117662,-3.79017559159178,0.000188031633091952,0.000951598755500684,-0.425613531428978
"EXOG",-0.0933522412697609,8.24959860496491,-3.61748055459102,0.000358749299137147,0.00166868356960166,-0.432494597887904
"INTS7",0.0317290530332194,8.67935918147916,3.87188000311555,0.000137377393114834,0.000717786440013372,-0.438287160532541
"AC009955.2",0.10384991313513,8.26527346996211,3.6188367278435,0.000356966988099514,0.00166294377382944,-0.439559921660284
"NMS",-0.0801516516721784,8.54888622597238,-3.70459004484089,0.000259753554538507,0.00126611444305773,-0.44043508222327
"CLSTN1",-0.0500444296285381,8.71112744789369,-3.90198462745645,0.000122211741335573,0.000653113526898827,-0.443028282744487
"RNA5SP19",-0.0861932294171194,8.48173481756104,-3.66550456490817,0.000300473989585455,0.00142683643120828,-0.449204175137055
"C1orf162",0.0247751508288038,8.70503113312836,3.90511355142381,0.000120729958695812,0.000646525853576636,-0.454735047380187
"TXNIP",0.0966385974679918,8.5244662304418,3.6974648076152,0.000266765984964292,0.00129661845849279,-0.463460240503243
"AC013472.2",0.0205885626456617,8.7586746482606,3.96479643265647,9.55261273614695e-05,0.000534303946641105,-0.474261204392993
"TAF1A",0.049868781256255,8.53658000650913,3.69618499240769,0.000268044299687863,0.00130160494678937,-0.479815615279804
"GK5",0.0951720347378835,8.53852963122426,3.70507865810094,0.000259279102747075,0.00126557188578776,-0.481353874968516
"PIFO",0.0435554529971734,7.33872852196737,3.82383135409763,0.000165331943277979,0.000850066631589769,-0.483521148802479
"CAP1",-0.064682742764531,8.56796500293923,-3.70637662458134,0.000258022721583481,0.00126125419450807,-0.491289925865092
"GRB14",0.101993984087195,8.48991699673978,3.66634437881363,0.000299539096441113,0.00142502132873323,-0.504084615233851
"DTL",0.0956749442585466,7.80907313288626,3.65095747461743,0.000317110677369725,0.001494826108954,-0.505948371363046
"SMG7-AS1",0.103270811805558,8.48491254648765,3.659808083556,0.000306888323924312,0.00145436676633549,-0.515685397372624
"LINC01173",0.0891160027542151,7.48771210857764,3.75327529083769,0.000216293835632,0.00107770754623596,-0.516438758448206
"C1orf146",0.020909996913854,8.69284237451107,3.86980825513945,0.000138484133506085,0.000722105840739009,-0.517853077395508
"FANCD2OS",0.0289847377166987,8.70270390270671,3.88318423106946,0.000131484744237905,0.00069049574952635,-0.523333006692789
"PRG4",0.0690766033832824,8.60524272204122,3.7458452151774,0.000222450053239227,0.00110517815467697,-0.542825051319742
"CLCNKA",0.0826011516583529,8.34456103739552,3.59953837494428,0.000383131143150099,0.00176885166089979,-0.547227271648876
"METTL8",0.0738617208469327,8.39081940122068,3.60779905693354,0.000371718207723342,0.00171923838316527,-0.557148085884802
"LINC02794",-0.0281577166006974,8.73119080109436,-3.90049960447002,0.000122921032183419,0.000655756518344312,-0.55967465241347
"SLC6A6",-0.116415600136,8.33320361725969,-3.58973674883116,0.000397100300310252,0.00182192726752666,-0.563544476181274
"AC019127.1",0.100760296433858,8.55755976231182,3.69475106724676,0.000269483403954117,0.00130736210177929,-0.569925833643559
"REG1CP",-0.142301439454171,8.31732039601953,-3.58319264945479,0.000406691846595532,0.00186261976278256,-0.577842781464693
"GALNT3",0.0404192133255815,8.64672842369037,3.78534671224901,0.000191520711888274,0.000968306187458656,-0.581026450236723
"GFPT1",0.0260673253753858,8.67717591966822,3.82518538634547,0.000164475312285515,0.000846506173110181,-0.593301088653298
"CNN2P10",-0.069055772780008,8.55943693902272,-3.67033231103172,0.000295136953388907,0.00140927895243203,-0.593854520670706
"RAB5A",0.0747125074713808,8.41650367252242,3.59556765586018,0.00038873355956491,0.00179026623103402,-0.625382020794103
"ZBTB41",0.0235195238139185,8.71501310597339,3.87017669349112,0.000138286695865863,0.000721806164554917,-0.635385511352551
"EIF2AK3-DT",0.0216101114057814,8.69109298800953,3.83190350135886,0.000160286848254878,0.000828690373703105,-0.646772481662988
"LINC01247",0.0982282944705958,8.33591311429258,3.56877410073373,0.000428598329001402,0.00194910192474447,-0.649223588100771
"SCLY",0.0443448250205037,7.44128882723872,3.72944000935148,0.000236633581403509,0.00116442688864303,-0.673835566143318
"RUVBL1",0.0277495015865796,8.66984468822394,3.79189155244728,0.000186806312750303,0.00094632628178125,-0.674193528151163
"OR2L8",-0.14259499305692,8.26218476273514,-3.5473433792776,0.000463214969088022,0.00208265003974449,-0.675586467058864
"CHI3L1",-0.0453386475139271,8.56381952202452,-3.65100092763635,0.000317059715427675,0.001494826108954,-0.676466918778306
"AC010894.1",-0.144610241617261,8.18063388140249,-3.53796705185502,0.000479171073687904,0.00214443561676284,-0.693888256116479
"OR2T11",-0.117183453521922,8.21471159569084,-3.53780457569764,0.000479452058585914,0.00214443561676284,-0.69442115600983
"AL356010.2",0.140301884009502,8.52766703056392,3.64228992003754,0.000327431689871493,0.00153785539587185,-0.695643413605068
"CIDEC",-0.0799936244580069,8.49840385744202,-3.59848870392092,0.000384604731469311,0.00177406672646443,-0.705729875529019
"RNF223",0.0673889358837007,8.32269180502025,3.54751192889442,0.000462932756858075,0.00208265003974449,-0.706753881780806
"UPK1B",0.0585092924607792,8.65160010008882,3.75546988023784,0.000214506509762324,0.00107087131737106,-0.709966588612517
"COX17",0.0722821785747455,8.59316384715011,3.68397439494038,0.000280534440753513,0.00135080869371229,-0.710078622253413
"AL512353.2",0.0739738933823012,8.21801373189428,3.53206753664547,0.000489473321347562,0.00218156685310368,-0.713491725570059
"LINC01117",-0.0415623321487629,8.68332795353592,-3.77961718342235,0.000195739941408871,0.000988668832365864,-0.727501706186647
"CPTP",0.0703049828324347,8.27248874839252,3.53184328607829,0.000489868996682968,0.00218156685310368,-0.732931707944325
"ACYP2",0.0516298836237585,7.42929649518506,3.71400477438787,0.000250754238638158,0.00122922016032033,-0.743857468996848
"H1-10",0.0587958088809112,7.50222592542654,3.68246823609823,0.000282112544125974,0.00135335292098386,-0.755039784713706
"AL023755.1",0.0949113649763486,8.20712295355487,3.51520202386545,0.000520083099137831,0.00228845438758856,-0.768503319687044
"DYSF",-0.0955804575242263,8.32693378124685,-3.52650186858321,0.000499382729573604,0.00221818840345485,-0.771753049094217
"AL513166.1",0.0436502197667805,7.35973345025337,3.73264437471116,0.000233797769715646,0.00115377521380248,-0.780039270080497
"AC093423.2",0.0545730042459708,8.63981900102307,3.72014603203959,0.000245043351149708,0.00120236780388111,-0.780062775879649
"AC092669.1",0.0649758266840605,8.56942160215462,3.63817271741111,0.000332444334862502,0.00155997764775789,-0.788227204357713
"OR6K3",-0.143511111936176,8.33094784277456,-3.51633798002271,0.000517966312741987,0.00228137083504664,-0.809313219618867
"AC010872.1",-0.118226071535923,8.3397956353687,-3.51485420758504,0.000520732854037026,0.00228936004114999,-0.818332075378221
"MCL1",0.123126567217235,8.41931146536826,3.54185683654704,0.00047249006142819,0.00212065382661895,-0.824433709649901
"PLCXD2",0.10017870276646,7.5315786762477,3.64709455429386,0.00032167207995104,0.00151344065902522,-0.829898663056893
"AL590989.1",0.0806013571614446,8.43052958513529,3.53914110259832,0.000477145267373249,0.00213822749866205,-0.835990645300319
"SCNN1D",-0.0455965606455243,8.5590834733613,-3.60049188213501,0.000381797157359168,0.00176427234811938,-0.83604492624
"AL589702.1",-0.116422938043491,8.4022603072301,-3.52300100381731,0.000505711921925029,0.00223858916855569,-0.83833845847575
"VCAM1",-0.0854136600962588,7.7101293757242,-3.59137389357085,0.000394734237985459,0.0018126842967863,-0.839115162055215
"LAMB2P1",0.0510305856129007,8.38035372143164,3.51630326626093,0.000518030879937873,0.00228137083504664,-0.852303677908286
"H3-4",-0.0201293948982942,8.70723113890934,-3.7920850292226,0.000186668630912766,0.00094632628178125,-0.853583272160733
"TTC24",0.054986972058379,8.57855684156151,3.62502269436556,0.000348942398890831,0.00163145598466003,-0.856368730651182
"AC023483.1",0.0773930970920125,8.56213037553771,3.61199741427487,0.00036604104706479,0.0016945006101554,-0.86264205526586
"NGF",0.0717750427107246,8.58387319710729,3.63119319608396,0.000341107188538679,0.00159835156141487,-0.866355958907455
"ABCG8",-0.0765358190085821,8.35292642359594,-3.50129057989916,0.000546672689424816,0.0023932012388487,-0.871580894767507
"S100A4",-0.081014387451141,8.3411727879572,-3.49881472651615,0.000551536435123367,0.00241040118299254,-0.872015386992595
"BAP1",0.0600037003159916,8.50517479083746,3.5597627697279,0.000442847189627391,0.00200858659358703,-0.877392159339054
"AC108673.1",0.193034646987732,7.68707153577327,3.57344874528278,0.00042137743134026,0.00192134696146925,-0.878593518986412
"ZNF501",0.0977493732542065,7.8856026553438,3.51636525631441,0.000517915584448026,0.00228137083504664,-0.88096498114411
"DPYD",-0.0470245813851313,8.66379591267903,-3.70495733211596,0.000259396836004975,0.00126557188578776,-0.887611682375215
"TNFSF4",0.065988619439474,8.58796836623042,3.6209931453728,0.000354150122057639,0.00165131300131215,-0.907101454033374
"PPOX",-0.0685594255463694,8.28059414015942,-3.47704565273598,0.00059608096652509,0.00258318449106714,-0.9123750281852
"MSH4",0.0382986545641856,8.65676823996261,3.70404240804186,0.000260286292332392,0.00126751313461581,-0.920369927152228
"INSRR",0.0414372952427361,8.27825929678259,3.47443712934288,0.000601639035210692,0.00259853643599794,-0.92302269812087
"CCR1",-0.0413352255222251,8.65116983916852,-3.68000451943098,0.000284711995298307,0.00136365694496072,-0.926849705515507
"SFN",-0.0778667009131627,8.29567466469976,-3.47300552505742,0.000604709986713166,0.00260743260993294,-0.932358213214544
"CD28",-0.0323171639309571,8.66253277404389,-3.69259667523637,0.000271659278918454,0.00131420910073402,-0.946865191962183
"LINC01883",0.10679467184384,8.36502292584431,3.48439405328955,0.000580680861805054,0.00252919865230461,-0.953672383936953
"RETSAT",0.0287279710248051,8.64005528669198,3.66885932741648,0.000296755782617087,0.00141417364334377,-0.953747469059098
"KCNJ9",0.0956702919629172,8.19225518190479,3.45203150001072,0.000651417532307201,0.00278323132900434,-0.973428839951872
"COL4A4",0.0207596300606779,8.73610339406307,3.80452032952623,0.000178017960134564,0.000903581319305066,-0.974855797223007
"ZNF638",-0.0893866397602744,8.22423114499011,-3.44961089081982,0.00065702011614421,0.00280252501154317,-0.985607597042107
"AL590714.1",0.0355593995393092,7.33788932132417,3.67993155633875,0.000284789321257066,0.00136365694496072,-0.998486321804863
"AC010883.2",0.0975754472102777,7.59258565438962,3.57266017356309,0.000422587466713666,0.00192516216063814,-1.01440521447139
"SAG",0.0200949702042927,8.74645653886905,3.80560335912848,0.000177282771350113,0.000900736208721707,-1.01602290694886
"SRP9",0.079096680203039,7.88567048996715,3.47543774085755,0.000599501286933906,0.00259147371057683,-1.01885417996467
"PSMD6",-0.102602452748571,8.60398241664518,-3.57498394220275,0.000419031055864617,0.00191233907530428,-1.02530519066905
"SLC40A1",0.0624592521249641,8.64526883553909,3.65620969053269,0.000311006408216715,0.00147008253636444,-1.03015690458125
"LPAR3",0.0405051619565514,8.6248409846258,3.62730307439567,0.000346027285247517,0.00161929465519187,-1.03017239657219
"AC007387.1",-0.0417507676420059,8.60162941554446,-3.57952751456933,0.000412158428704823,0.00188598138139376,-1.04306944909219
"MXRA7P1",0.0356339315968636,8.6969651753003,3.73017179982828,0.000235983112539182,0.00116233515889643,-1.04545394550909
"APLF",0.0462513329567834,7.35759310383751,3.65743034057203,0.000309603670253801,0.00146479461238427,-1.04621370073748
"LINC01960",0.0742017934838736,7.83962533012786,3.4786594971275,0.000592666405022908,0.00257054722514982,-1.05716387212625
"SLC38A3",-0.0485891340302308,8.61856778153411,-3.59450666903569,0.000390243525849163,0.00179515686981756,-1.06169917489726
"AC064836.2",0.0451045648743683,7.4436984627577,3.61716150136701,0.000359169820100416,0.00166868356960166,-1.06345275227158
"LGALS8",0.122900842511804,8.0018508180826,3.43328550031033,0.00069599899995242,0.00294927431615007,-1.06384080406281
"NPHP3-ACAD11",0.0246154575559426,8.71272000832502,3.74609358174442,0.000222241622149305,0.00110517815467697,-1.07190380694396
"PRR20G",0.0291224960882813,8.71546378804526,3.74630961022758,0.000222060479397303,0.00110517815467697,-1.08555069468195
