"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AC062037.3",-0.124556896337025,8.50526442446671,-5.61155761253299,5.22973870485646e-08,7.15378315674927e-07,7.77193583599602
"CCN1",0.0654933345520222,7.55855567953695,5.6538205203082,4.2057376295994e-08,5.90980625499839e-07,7.75902925401579
"SNX4",0.12427120786685,8.5983134538608,5.66492256987337,3.97097042172542e-08,5.60374148831048e-07,7.7568696537967
"DRAXIN",-0.125064635927799,7.78085135440226,-5.61053325507399,5.25735633844622e-08,7.16005502136375e-07,7.74702126946399
"AL160408.1",-0.184282657026078,8.17806116736462,-5.56818274659677,6.532389982626e-08,8.55013582243713e-07,7.7275842591273
"FBLIM1",-0.163520937452762,7.93449296140606,-5.5723670862594,6.39407409136954e-08,8.40600313715658e-07,7.6763970587283
"FBXO6",-0.158185818489159,7.75354671734974,-5.60067027676109,5.53065123530083e-08,7.42749177615792e-07,7.67196408733313
"MLPH",0.188330041654916,8.49973429619022,5.6050033601892,5.40892077960582e-08,7.2933135385342e-07,7.66625493160053
"SPSB1",0.131937484759761,7.7805774355705,5.58843701686362,5.88891504282627e-08,7.82709661748843e-07,7.66247547101305
"ARHGEF10L",-0.124057200166438,8.4049981566613,-5.56487388648898,6.64382670670643e-08,8.67397831050255e-07,7.6439047567353
"CCDC66",0.138370776513294,7.61333918908985,5.61546893942118,5.1255808357561e-08,7.02995222606229e-07,7.63710217065526
"EDEM1",-0.134493002631878,8.49814901375634,-5.57834585333359,6.2013830799136e-08,8.17916433327735e-07,7.61724103001398
"PRKCZ",0.133000050096717,7.90747403100433,5.55229424466291,7.0846449612648e-08,9.15677044241668e-07,7.58665935093273
"AC026100.1",-0.124538380697254,7.73914067528258,-5.58066675347135,6.12811726997626e-08,8.10325660545323e-07,7.55945077117197
"DVL1",0.0762254494151415,8.55784987694427,5.59834170186522,5.59716745664632e-08,7.49729677244807e-07,7.55773683423718
"TMEM53",0.0987121392134263,7.80638975858547,5.56289885483455,6.71122292449273e-08,8.7398425812144e-07,7.55288003857994
"LINC01102",-0.110165719191732,8.57525665190313,-5.58681224217483,5.93816789194426e-08,7.87227039042585e-07,7.51716407841893
"C1orf189",0.169909285115939,7.58640064519197,5.59105742404936,5.81031867416113e-08,7.76264595923548e-07,7.4950872188354
"AL365330.1",-0.130544773746403,8.60092789189348,-5.59034315095014,5.83164060077029e-08,7.77100014939855e-07,7.48800795303368
"DCAF17",-0.170030024806467,7.96969327752326,-5.52912922622467,7.97213014775861e-08,1.01511790548126e-06,7.4841294285937
"PALMD",-0.102180142230394,8.48246251190191,-5.54362876456811,7.40474515978026e-08,9.49907233556885e-07,7.46503642448997
"IL17RE",-0.104152452178086,8.38166277506508,-5.5244410519134,8.16448334381771e-08,1.03450222614418e-06,7.46099949373852
"CRYBA2",0.109171109904885,8.38931284929419,5.528161891534,8.01145439991888e-08,1.01761256996014e-06,7.45711839339223
"KCNH1",-0.0752529654415485,8.54454311007808,-5.55900513920944,6.84604942113551e-08,8.89296646468408e-07,7.44037088912643
"AC115284.2",-0.116790165719339,8.27345833908444,-5.49955409196365,9.26375022449243e-08,1.16519902213921e-06,7.38505494141969
"KISS1",-0.148681374382694,7.74957853412859,-5.54179367242591,7.47431881281603e-08,9.55061306224897e-07,7.37704805710954
"GCSIR",0.0961504632823343,8.56264303958627,5.55804229471958,6.87979441631177e-08,8.91434668465322e-07,7.33298426320725
"TPM3",0.112887554977826,8.02835371158564,5.48411029118678,1.00170186557556e-07,1.25079334643418e-06,7.31192154698869
"AL033528.2",-0.121658063543427,8.05710837365055,-5.47859486171298,1.03002242624851e-07,1.27915003528205e-06,7.28182043791305
"PTCH2",0.240840536959076,7.54924840007629,5.54673593430984,7.28837931871968e-08,9.39654303665935e-07,7.24658964762432
"PTAFR",0.137028205604786,8.17719393463659,5.46673115232465,1.09360690015709e-07,1.34921789093543e-06,7.23882180586908
"HADHA",0.110623253508577,8.4001897998001,5.47820882495897,1.03203357309565e-07,1.27915003528205e-06,7.20504239630192
"PDSS1P2",0.122248372102821,8.51952489034603,5.51114082483104,8.73511816642941e-08,1.10409324471266e-06,7.20003906729924
"AZIN2",-0.0554308771244888,8.64186739525782,-5.57200373080223,6.40597097712339e-08,8.40600313715658e-07,7.19087476813852
"MSTO1",-0.149385995220603,8.395519678178,-5.46572837246461,1.09915320314631e-07,1.35282412139033e-06,7.16565563364042
"C2orf88",0.0938176100393463,8.54333003949917,5.49804402389516,9.33489951226752e-08,1.17129140595532e-06,7.09033527993637
"SCNM1",-0.122534285126538,8.28474144450969,-5.43803929678748,1.26358789951269e-07,1.5332524230087e-06,7.0838592438416
"NCOA1",-0.148916701677748,8.33578643087138,-5.44098383792351,1.24502305770143e-07,1.51428865768073e-06,7.07853612317008
"AC053503.4",0.108390119023574,7.4304285418287,5.54447672393927,7.37281008130208e-08,9.48169116939522e-07,7.06394006716553
"LINC01714",0.140670823062031,8.30100336079442,5.43496515760011,1.2832572198272e-07,1.5534641978049e-06,7.05270126995921
"AC123023.1",-0.0662691433405436,8.6550921262721,-5.54159309566069,7.48196175518437e-08,9.55061306224897e-07,6.98902958155417
"PRRX1",0.140945473620116,8.25625443332211,5.4162815937323,1.40936766227953e-07,1.69419791011085e-06,6.97888385103947
"MAP3K20",0.103710563721509,7.55047467819985,5.48981180022603,9.73223111807536e-08,1.21818242417268e-06,6.94311235394051
"TAFA4",0.134155209207047,7.89876469886376,5.42087397030649,1.37729597322952e-07,1.66085358520358e-06,6.94135463651885
"LINC01191",0.11413389373484,8.49357187173317,5.44336924849267,1.23017831283352e-07,1.49977058139065e-06,6.92038413566912
"LCE1F",-0.146936838348822,8.32465463377106,-5.40301870309452,1.50612486362793e-07,1.78553699350098e-06,6.90054006213986
"PPM1J",0.116287012435702,8.62917471228402,5.50739724555511,8.9026181891228e-08,1.12251349636446e-06,6.87068200856143
"AC244034.2",0.204920565313945,7.80183496356929,5.41406797610606,1.42508525117876e-07,1.70910805589044e-06,6.84105210677912
"CD247",-0.101237022677907,8.63637286950349,-5.48271775008781,1.00877988377442e-07,1.25658885522335e-06,6.83761695132065
"ALG6",-0.0853512105101943,8.62945280074342,-5.47776833605481,1.03433307099595e-07,1.27915003528205e-06,6.81264263709953
"ACVR2B",0.139637139447728,8.31171881558454,5.38309770881061,1.66370455783446e-07,1.96332366241472e-06,6.79901082707028
"CPT2",0.199686825021182,8.43677241999156,5.40479130226852,1.49282856078672e-07,1.77385181750625e-06,6.79571997913269
"DISC1",0.120372129157298,7.95920234664767,5.38185715366986,1.67403099227072e-07,1.97099950391327e-06,6.79116820404407
"PRICKLE2-DT",-0.0677693003896539,8.54886939094473,-5.42071291234477,1.37840863771017e-07,1.66085358520358e-06,6.75074729966738
"TCTA",-0.161835478921119,7.98150268509897,-5.36812198865193,1.79261109628869e-07,2.09625746566004e-06,6.71495209243745
"AL590133.2",0.0704088208501432,8.59879835462955,5.45037385374123,1.18757632926211e-07,1.45471048218639e-06,6.70017627197593
"KLHDC8A",0.0929609817533894,8.42407056121859,5.37248224865238,1.75410925241612e-07,2.05823684478202e-06,6.67522623983301
"MIR138-1",0.0897354127744617,8.53568238506744,5.40504384961623,1.49094351583364e-07,1.77385181750625e-06,6.65539962863724
"XIRP1",0.109761637512165,8.39686597168026,5.34248038410903,2.03621673275812e-07,2.3335043757408e-06,6.55540154494531
"AC007749.2",-0.0777764594493998,8.24899783370924,-5.32349479379793,2.23702729268529e-07,2.53546148316001e-06,6.54710750559004
"ADAM17",0.139931272360768,8.5856328793878,5.40849344125226,1.4654260076869e-07,1.74935229667623e-06,6.52649380159405
"AL445183.2",0.124530008797058,8.20346899118581,5.31831954837575,2.29502341044748e-07,2.59549029115738e-06,6.52626129474691
"AL137857.1",-0.150359216005431,7.89374522940666,-5.33170309655164,2.14795113403405e-07,2.44525033073148e-06,6.48700325786207
"IL18RAP",0.0934396505583443,8.48638717781302,5.34886065371627,1.97275349318072e-07,2.28105151666659e-06,6.48112553307462
"FOXP1",0.0523117587869179,8.61126389075515,5.41333144746321,1.43035261663432e-07,1.71144511461327e-06,6.47899748215919
"IL19",-0.146359007315723,8.54389928894221,-5.3583927211072,1.88150820388698e-07,2.19027941477317e-06,6.47255772775994
"MMADHC-DT",-0.130168957303172,8.15766612208879,-5.30124999569137,2.49685813092448e-07,2.78707735523324e-06,6.44760808359367
"RPL37A-DT",-0.0757441263310558,8.5413346554619,-5.34756967485782,1.98543741642475e-07,2.29058182472091e-06,6.41845390869501
"C2orf91",0.100934110967573,8.49351331534584,5.33631107628266,2.0994666430816e-07,2.40065398633521e-06,6.40885895655012
"CRB1",0.10045749709458,8.55289904878566,5.36237856510502,1.84458264947096e-07,2.15215219984655e-06,6.40334139333268
"M1AP",0.106694017515128,8.51526967746574,5.34423044937552,2.01861432526233e-07,2.31848420387035e-06,6.40163189834676
"AL450992.2",0.0685820578117345,8.6723168502354,5.45151435467176,1.18077712923163e-07,1.4498256322494e-06,6.38666790192268
"ATG16L1",-0.0705930852138867,8.60129545881077,-5.37225376582375,1.75610667384931e-07,2.05823684478202e-06,6.38364293709374
"ATP2B4",0.146240271956756,7.86626846790493,5.30582901369418,2.44108227506009e-07,2.73666549836628e-06,6.36803715044963
"AC007463.2",0.0943915518573664,8.55637555129256,5.35404992897254,1.92255874613571e-07,2.23037170846767e-06,6.36334087681197
"HTR2B",0.0474341472923714,8.67316028172634,5.44565024838855,1.21614452015709e-07,1.4861747133768e-06,6.34685536939991
"RHO",-0.0470047927740392,8.58404077230901,-5.3538365062457,1.92459842983928e-07,2.23037170846767e-06,6.33358932110675
"TRIM67",0.15143353305031,8.10712091005078,5.2756172665362,2.83270357358186e-07,3.1348180963437e-06,6.32734756600047
"LRRC8B",-0.0812997801508847,8.58461344258583,-5.34443948913538,2.01652168971226e-07,2.31848420387035e-06,6.30358686250697
"RHBDD1",-0.182312528359212,7.75197890702695,-5.31039952605932,2.3866181630648e-07,2.68428168487099e-06,6.25899611082551
"TIMM17A",-0.103999713869587,8.53625557578677,-5.31018471866451,2.38915123784329e-07,2.68428168487099e-06,6.25211600824334
"MXRA8",0.0937541453441938,8.09046712387881,5.2554974377122,3.12667540424369e-07,3.43800960760868e-06,6.23465518193807
"ST3GAL6-AS1",0.149148961486152,8.45332776106964,5.28903587279943,2.65176081422988e-07,2.95359190474806e-06,6.22999919708169
"AC073225.1",0.0835169947692108,8.57506963959036,5.33299301749838,2.13427015789056e-07,2.43505115138089e-06,6.21245548501906
"AL035404.2",0.13085456568481,8.06416888413796,5.24318665868319,3.32093920052925e-07,3.62840751210367e-06,6.17151890608454
"AL645608.7",-0.100066861685454,8.44336196187439,-5.25892675613028,3.07455623824215e-07,3.38792447021683e-06,6.13828898218926
"LINC01142",0.0505390767757507,8.67128515381243,5.39946439431183,1.53313379562813e-07,1.81338784037942e-06,6.13571209962167
"AC103563.2",0.18301648618035,8.07262597416164,5.22961195261824,3.54873699234408e-07,3.8690986616318e-06,6.10656354901255
"RAB3GAP1",0.17324098479874,8.37053840142892,5.2445214701137,3.29932223105198e-07,3.62012866926278e-06,6.0992225730708
"COG2",-0.0746623677356232,8.61103075459774,-5.31465209386847,2.33700452569495e-07,2.63718431925795e-06,6.08593159558327
"ARMH1",0.0795493317495361,7.44719413239968,5.33042723339745,2.16156685056258e-07,2.45533045117868e-06,6.03850801107857
"FMO1",0.133003318006165,8.08507103862453,5.2070487010668,3.96134155565983e-07,4.26485144103084e-06,6.00605326811175
"WDR43",0.0878240029953381,8.5873130255006,5.28321255153896,2.72886219749267e-07,3.03291861044605e-06,5.93344846209579
"TOR3A",-0.0929442954705832,8.48330933206963,-5.2243117476471,3.64173755124701e-07,3.95842872015317e-06,5.92969663177834
"BZW1-AS1",0.0867248414825362,8.51386652698098,5.21675021818892,3.77852347887961e-07,4.09366503793743e-06,5.80918299057816
"LINC01715",0.100115944076923,8.53116452864324,5.2240707395253,3.64602218745929e-07,3.95842872015317e-06,5.80570085461297
"NEGR1",-0.104316663766848,8.5069298518588,-5.2007324190898,4.08495130034881e-07,4.38876955331225e-06,5.78659607933824
"MTHFR",0.0897665397944892,8.51617946111983,5.20823238777111,3.93858423503174e-07,4.24922152720893e-06,5.76226572809874
"ZNF619",-0.0579910941901996,8.67185975935922,-5.30510203622301,2.44985583591709e-07,2.74054371926777e-06,5.7604520807107
"AC009411.1",-0.172399904653146,8.38197149429016,-5.16140232777968,4.94320740001433e-07,5.20247358405589e-06,5.73091487341755
"AC012354.5",0.179760393077204,8.04211091770901,5.14752996400938,5.28578465134158e-07,5.52916662210315e-06,5.7184828152933
"XRCC5",0.106784256055593,8.51871125889011,5.19767727178716,4.14607593720596e-07,4.44517954431833e-06,5.70316522259966
"AC092617.1",-0.223796408466765,8.15097450359455,-5.14337693110916,5.39274728912533e-07,5.62784485904417e-06,5.69877593479353
"AL354712.1",0.173997274859086,7.76630351186074,5.17603627074315,4.60518658476562e-07,4.90680727637114e-06,5.67488865766684
"SDHC",-0.17182493360771,8.20211775038127,-5.12817958907533,5.80234728079449e-07,5.9488478980233e-06,5.63622888011045
"TMEM45A",-0.111019391130841,8.55112188634556,-5.16981094492752,4.74614781072747e-07,5.03619017693859e-06,5.56604727783024
"AC096920.1",0.111853239576597,7.61744855401231,5.17774551124244,4.56720016178387e-07,4.8764081230475e-06,5.52228541766834
"GATA2",0.0797495526624068,8.51398039838403,5.15217898076142,5.16848844639881e-07,5.41745831668266e-06,5.51250421700813
"KCTD6",0.165850075577301,8.3178096395675,5.10891740376779,6.36502358851972e-07,6.46150130826697e-06,5.50638058193068
"AC093899.2",0.0920615145101603,7.80244057040139,5.12966728461974,5.76095506857163e-07,5.92998907956564e-06,5.47825248138169
"PHF13",0.0438232636536982,8.68473003285396,5.27796895641569,2.80014814908306e-07,3.10545462469276e-06,5.4774623157472
"KF455155.1",-0.0491851569946228,8.69502521472035,-5.27388934790739,2.85685789209147e-07,3.15477861873998e-06,5.47145483783915
"IFI6",-0.0604275834808645,8.68142387946716,-5.24392244525768,3.3090063495694e-07,3.62304580567503e-06,5.41579112087718
"MYO1B",0.149804147276888,8.24739203792395,5.08132031661887,7.26426926809034e-07,7.28829506138948e-06,5.41162190465039
"PRSS56",0.0892736827396422,8.35130252359688,5.08838039469222,7.02314650396983e-07,7.08774295909441e-06,5.40381715375616
"PLA2G2D",-0.103447150142981,8.4555595098979,-5.1014484676997,6.59713984205473e-07,6.6839784215081e-06,5.39256445386859
"AL357140.1",-0.0585866908714304,8.59892980275036,-5.16320247064121,4.90036365425047e-07,5.18915305235517e-06,5.38516422042559
"AC093390.2",-0.114446965888258,8.38611117534514,-5.08573576572837,7.11254572643879e-07,7.16394498266501e-06,5.38118394879428
"AC098650.1",0.107678020246531,7.55484015103153,5.16186558451777,4.93214720492316e-07,5.20144849402632e-06,5.37920868301912
"C1orf21",0.140378131319056,7.56705548818671,5.15613057694203,5.07077681159164e-07,5.32586476932344e-06,5.37373708078405
"LINC00994",-0.088228531350536,8.53794211459508,-5.11853589536955,6.07774285505163e-07,6.21883331418676e-06,5.34882444591778
"AL356512.1",0.157999356956772,7.66140013882777,5.12850504439504,5.79326755373332e-07,5.9488478980233e-06,5.34875144522069
"SMIM12",-0.10564044818506,8.03615248500746,-5.05495974672439,8.23748023419712e-07,8.12250202060316e-06,5.28664244345487
"AC107029.2",0.0975430511082442,8.63129646618474,5.17255692070585,4.6834616191829e-07,4.97991991136623e-06,5.25245096188393
"AC012363.2",0.077128453700716,8.59345686958964,5.14166048779981,5.43756528685265e-07,5.65353310167321e-06,5.24434069769095
"AL358876.2",0.107985257180238,8.47624678016401,5.06889381756794,7.70829563786507e-07,7.64455396239811e-06,5.18076952264928
"IL6R-AS1",-0.0334484866603397,8.69390598593538,-5.21430795935807,3.82375930865292e-07,4.13398883746815e-06,5.17804546498764
"LINC02789",0.10835051265506,8.51157160932288,5.07971622743869,7.32016188108113e-07,7.33011161567678e-06,5.16851864883478
"CD200R1L",0.137697000004511,8.57844241418744,5.11531974879249,6.17237326609959e-07,6.30315424421299e-06,5.15625151163704
"AL365209.1",0.155082881071222,7.36473725920684,5.16243592043978,4.91856347585479e-07,5.19775242725065e-06,5.14947536972563
"MIA3",0.0447263391637348,8.6732990725559,5.19469917754304,4.20651284258318e-07,4.50061965336129e-06,5.14323066640713
"MTARC2",0.104828620967977,7.47096311227021,5.13118664985858,5.718977297326e-07,5.89855318446204e-06,5.13400080403909
"HES2",-0.112316178585046,8.17052053452665,-5.01588550576671,9.91604364798214e-07,9.66673669048089e-06,5.13210754668869
"RNA5SP77",0.120226489184719,8.52746636167206,5.07553698078456,7.46774725668987e-07,7.46340554316854e-06,5.10996558138455
"GMPPB",0.0602735100437834,8.63127486941584,5.13982215198675,5.48596661814535e-07,5.68094976903124e-06,5.09286940526529
"SLC6A9",0.0602753374696707,8.63658627107831,5.14302353845095,5.40194532718026e-07,5.62784485904417e-06,5.08322770939424
"ABL2",-0.170270754992823,8.42220680139665,-5.02050124189954,9.70171433232285e-07,9.47570848708124e-06,5.05543581191763
"TRAF5",-0.0347804881482101,8.65061382934356,-5.14078780306764,5.4604902408682e-07,5.66594530626908e-06,5.0497559617617
"PAPPA2",-0.179870793545816,8.38986775946951,-5.0106455744287,1.01649150087991e-06,9.85347118428136e-06,5.03557337912698
"AC018685.2",0.129918554706818,8.27852241397431,4.99880365973793,1.07498266530228e-06,1.03426970241863e-05,5.02957119883856
"MATN1",-0.0632184696980378,8.60912641064373,-5.09007178387972,6.96654268263735e-07,7.04440404203153e-06,5.02553241641879
"RD3",-0.0393737844163791,8.65950135558162,-5.13686841423781,5.56461149053824e-07,5.75084197529172e-06,5.01630091108694
"AC092265.1",-0.125981710955969,7.60231293688836,-5.07451493732627,7.50427601937999e-07,7.4709558748924e-06,5.00025229334064
"AL358473.1",-0.180151192113202,7.71779626258645,-5.03473742544766,9.06854322903849e-07,8.90790046326695e-06,4.93878915631533
"ANXA4",0.101702150320623,7.49433609094662,5.08204625751024,7.23911085099376e-07,7.27721143442005e-06,4.93694685655149
"AC104088.1",-0.0746572469696841,8.61497259356597,-5.07302275473154,7.55791908658313e-07,7.50986295366266e-06,4.93348880795961
"DIRC3-AS1",-0.0428049476674111,8.65672145189765,-5.10930487675364,6.35320042170913e-07,6.46150130826697e-06,4.89084319084762
"RFX5",0.0664956196702829,8.59459949338974,5.06517046356324,7.8463836290228e-07,7.76656437137631e-06,4.88981260022851
"AC099788.1",-0.0892853185011073,8.63063560013082,-5.07472812896582,7.49664209314753e-07,7.4709558748924e-06,4.88937359045448
"NME9",0.147084456020227,8.27799769122659,4.96756264548291,1.24535965053479e-06,1.18274764600514e-05,4.8871495642485
"SFT2D2",-0.199488357874405,7.80766649205834,-5.00269623602766,1.05540537109708e-06,1.0192369847842e-05,4.88443124714986
"SELENON",0.134452613042292,8.07889324450145,4.94608731766416,1.3773364912007e-06,1.29852363530567e-05,4.8151768301486
"ILRUNP1",-0.158913243970067,8.37821564998337,-4.95784049189033,1.30351660821511e-06,1.2342231884859e-05,4.80592634291619
"LINC01116",-0.109852033090267,8.6042311532981,-5.02689041321534,9.41242461284385e-07,9.22811287612847e-06,4.78410542203474
"YY1AP1",0.18624017137874,8.54096038063829,5.01319179154462,1.00432359120834e-06,9.75385453834541e-06,4.76661539301088
"LRATD1",-0.205362030581404,8.08869088470154,-4.93458908830769,1.45345985714443e-06,1.35787907306047e-05,4.7468661320989
"RNA5SP107",-0.099499012195496,8.54742245946213,-4.99006948694729,1.12019802431851e-06,1.07376602442575e-05,4.74420679213225
"LINC01819",0.100658200240575,7.5709328053972,5.01328552300964,1.00387836762677e-06,9.75385453834541e-06,4.71128784724575
"AC093382.1",0.0344778379745024,8.69092988880704,5.11447132319103,6.19757411378143e-07,6.31638136457922e-06,4.67470645055069
"AC012513.3",0.104291191894492,8.51226752917455,4.96916861626484,1.23599773021325e-06,1.17602219459589e-05,4.66739639597473
"AC130710.1",0.100158439632206,8.54044629297389,4.98156400910121,1.16599566690435e-06,1.11352586189365e-05,4.66047899956724
"MIR7846",-0.0672491160363973,8.55039334411121,-4.97378165049666,1.20948348792195e-06,1.15292169079732e-05,4.65501274036792
"TMEM59",0.0451383922405212,8.65017227906563,5.06175042919152,7.97533214619752e-07,7.87907813753652e-06,4.64632826960533
"BRPF1",0.0777542374583518,8.58941396676458,5.003458902437,1.05161027042032e-06,1.01747732918529e-05,4.62508180690419
"AC009226.1",-0.0951200005753566,7.56815146918009,-4.99754003121296,1.08141319620477e-06,1.03851915322681e-05,4.61070615268304
"AC098649.1",0.0876806015511756,8.51909454634866,4.95770477100753,1.30434678635799e-06,1.2342231884859e-05,4.60918708821302
"AC078980.1",0.0978182488135763,7.84509893986094,4.92252925084408,1.53766925203831e-06,1.42621588718733e-05,4.57819841201132
"LINC02884",-0.112797502348771,8.48163729804286,-4.92843472327217,1.49586034461159e-06,1.3899372607499e-05,4.57699720142171
"ATP6V0CP4",-0.0901423414461785,8.45186151245693,-4.91361357485765,1.60293775722007e-06,1.47877459999712e-05,4.54600331859685
"LINC01798",-0.109127626018078,8.51768474528587,-4.92979623776229,1.48637836407332e-06,1.38512817908121e-05,4.52892581856979
"RHOB",0.163825924795629,7.66969804612169,4.94692334203302,1.37195463619076e-06,1.29581869209446e-05,4.52628202284396
"AL450163.1",-0.157980232810943,8.40093641705422,-4.89759073121788,1.7270290863619e-06,1.58193410272972e-05,4.52159044592866
"MTHFD2P1",0.0943081642237296,8.52767289797112,4.93902510574012,1.42362128570848e-06,1.33483908552702e-05,4.50759411456274
"TLR12P",-0.0795909866568241,8.43763655080774,-4.90135314499082,1.697081977914e-06,1.55726899645952e-05,4.50559546771764
"PACC1",0.135093986171484,8.60174956609236,4.98725436180312,1.135159802563e-06,1.08608888716463e-05,4.50342148197077
"TBX19",0.0636457349136405,8.64772145616443,5.02489778529759,9.50173871926572e-07,9.29800124767615e-06,4.48734720674519
"DUSP2",-0.0988503152628917,8.5046746323785,-4.91440499384868,1.59703738860587e-06,1.47597165108252e-05,4.48075067723863
"NUDT17",-0.214002088892038,8.08368883002624,-4.87328602943794,1.93315882577473e-06,1.73958409487363e-05,4.47011905703223
"ADGRL4",0.0711054933890656,8.63254502759368,5.001701497984,1.06037521156575e-06,1.02212242355973e-05,4.45064351335483
"AC092802.3",-0.0409889161995484,8.69359041837536,-5.04865623291674,8.48827938045952e-07,8.35382762691407e-06,4.42697645679229
"Z98259.3",-0.111267962280818,8.34805059708556,-4.86219259323054,2.03496318740684e-06,1.81248793738464e-05,4.40016297778383
"TRIT1",-0.117099541125266,8.43645532960484,-4.86945379096491,1.96775788369534e-06,1.76482215760293e-05,4.36669177621312
"PRDM16",0.109371642301026,8.1512645785158,4.84251309467987,2.22844429249339e-06,1.96782315349117e-05,4.36315396189806
"AC097636.1",0.110807500550781,8.44750506749626,4.87743326189768,1.89637832314651e-06,1.71271856610622e-05,4.35898500388021
"NOL9",0.11546197596279,7.66292091215469,4.905618356161,1.66373988066114e-06,1.53212617224455e-05,4.32633089460681
"FAM183A",0.129897640224812,8.45186873801864,4.86428379327629,2.01538421056247e-06,1.79815508198455e-05,4.29119832692617
"AL031733.2",0.164324313006453,7.99924211647776,4.83042687469025,2.35595438153289e-06,2.06626815400767e-05,4.2811904409192
"AOX1",0.168001333969745,7.88122837032716,4.84599741786564,2.19293988779643e-06,1.93979262459111e-05,4.27888229395433
"AC092809.4",0.108887015095987,7.7256114474986,4.87885460397587,1.88392920153804e-06,1.70446015654941e-05,4.26941401682978
"LINC01134",-0.0935789447535232,8.51486133898364,-4.8651782390227,2.0070656004695e-06,1.79383662073158e-05,4.24459893371307
"AL365436.2",0.0606143159506982,7.43455775471201,4.94487493653226,1.38517741719309e-06,1.30353283585123e-05,4.22329275704426
"EPHA3",-0.20723323433067,8.06706791736429,-4.8150405927728,2.52850370017925e-06,2.19890279626044e-05,4.2128297457218
"AC119673.2",-0.19999727284229,7.67849916734706,-4.87886919110504,1.88380184748759e-06,1.70446015654941e-05,4.19504967034012
"FOXI3",0.0817586790947815,8.42658123849559,4.83060250367948,2.35405201407754e-06,2.06626815400767e-05,4.18481574623623
"AC009486.1",-0.123615079520801,7.78479912341209,-4.84772590348074,2.17553042662775e-06,1.92769938318202e-05,4.16769586103551
"FOXJ3",0.0999180449230341,7.54144611023901,4.8861105641829,1.82159716416975e-06,1.65678599217344e-05,4.10357013450295
"AL035409.1",0.115478896533229,8.36445990795967,4.7991774336587,2.71915282805574e-06,2.3410135449555e-05,4.09860389526971
"GPD1L",0.127772995205951,8.61436658507325,4.90380258408759,1.67785602237903e-06,1.54237139169494e-05,4.08731046875118
"AL592431.1",0.120005870071791,7.84237961588639,4.80912569401433,2.59803136851766e-06,2.25173215284145e-05,4.07868469794404
"EML6",-0.0679899250900374,8.63179809167656,-4.89454218892993,1.75166815230261e-06,1.60165827330223e-05,4.05406300087612
"AC012506.4",-0.127544447473135,7.70750925604308,-4.83733615387713,2.28222332766604e-06,2.00966687275264e-05,4.04284102872505
"SH3D21",-0.062453481025931,8.62152418294622,-4.88348292807382,1.84393600492463e-06,1.67415105235851e-05,4.03858249535593
"NME6",0.0601827098638502,8.61043480478233,4.89010547995347,1.78813476995172e-06,1.62922455983057e-05,4.03821609679596
"WNT9A",-0.0642203968696123,8.44181996653788,-4.79610887455054,2.75760043964271e-06,2.36621388805948e-05,4.03679615433505
"AC068535.1",-0.0959408907284814,8.58854337439814,-4.85479776301252,2.10568244005075e-06,1.86901968043747e-05,4.03356636722776
"IQCA1",-0.103948518235235,8.51342453183224,-4.8160787884601,2.51648685054594e-06,2.19585832288755e-05,4.03070941851007
"SAMD11",-0.0795217979523468,8.52706045870093,-4.82124058931658,2.4575543416231e-06,2.14806910843226e-05,4.02681291150067
"NIPAL3",-0.0978617553207029,7.83450166286923,-4.80414143872715,2.65804939378736e-06,2.29223423474271e-05,4.02589012356898
"SPR",0.0788351132944103,7.55054568636494,4.86677401992501,1.99230669073415e-06,1.78373708404792e-05,4.02392783870463
"AL359273.2",0.102297281212267,8.40489489766702,4.78803509283652,2.86128451988483e-06,2.44298746176259e-05,4.01852350129614
"AL445235.1",0.0675297605723711,8.50141647710057,4.81552940192057,2.5228389731995e-06,2.19768253121449e-05,4.01788620618411
"ZNF684",0.060585584875466,8.59897730048569,4.87294157900214,1.93624446472264e-06,1.73958409487363e-05,4.00674550199533
"TOMM70",0.0584353276585976,8.66179827287972,4.92956295749211,1.48799885827224e-06,1.38512817908121e-05,3.9819741970383
"FCRLB",-0.0697870694487026,8.60743033207228,-4.85947772342575,2.06065562609922e-06,1.83220707996443e-05,3.97757047278689
"MIR29B2",0.040898056350031,8.6790646429703,4.94447698362414,1.38776052847073e-06,1.30358488985857e-05,3.95848914102233
"FOXL2",0.195816453445094,8.16677636645085,4.74728666376191,3.44467676099715e-06,2.90264674125201e-05,3.93801456098338
"LINC02084",-0.0506810162105834,8.69576178821985,-4.93769490948401,1.43250599977827e-06,1.34073202193404e-05,3.93498078739531
"IRF6",0.124876864467797,8.14726421755908,4.74368751871513,3.50139538500417e-06,2.93604813015716e-05,3.93293417950516
"RNF19B",-0.0475408567581549,8.67785053307104,-4.920535552684,1.55203748068451e-06,1.43695822044704e-05,3.92587136439383
"CAPG",0.143941340817993,8.2791585146192,4.7482164852603,3.43016845029631e-06,2.89515199642849e-05,3.92049369356554
"LCE1C",-0.150269986689214,8.42803006699643,-4.75864121665669,3.2714902114007e-06,2.77484786516339e-05,3.88915411910625
"RPL6P4",0.0561871771026734,8.51149291617224,4.78933788605917,2.84430306612697e-06,2.4325159058071e-05,3.88758293127814
"LINC01914",0.0416844048608425,8.66051315196979,4.8919647500224,1.77276442832851e-06,1.61807896582126e-05,3.81954084282087
